[猎户] --> [Thợ săn] <<>> [猎户] --> [Liệp Hộ] | **3. 猎户 (Liệp Hộ)** (nam, tuổi trung niên, là những người săn bắn, có thể là người dân thường)

 [菟舔] --> ["Liếm] <<>>  [菟舔] --> [Thỏ Thiểm] | **2. 白兔 (Bạch Thố) / 黑菟 (Hắc Thố)** là nữ, tuổi không được đề cập, có thể ước tính khoảng 20 tuổi, là một nhân vật quan trọng, ban đầu là một nữ tử xinh đẹp, ngây thơ, sau đó bị thay đổi tính cách và trở thành nội gián cho 影宗 (Ảnh Tông), có khả năng sử dụng sát chiêu "菟舔" (Thố Liếm) rất mạnh.

[武安] --> [Vũ An] <<>> [武安] --> [Vũ An], [武家] --> [Vũ gia] <<>>  [武家] --> [Vũ Gia] | **3. 武安 (Vũ An)** là nam, tuổi không được đề cập, là một thành viên của 武家 (Vũ gia), có thể là người có địa vị trong gia tộc, bị 黑菟 (Hắc Thố) sát hại.

[乔丝柳] --> [Kiều Ti Liễu] <<>> [乔丝柳] --> [Kiều Ti Liễu], [乔家] --> [Kiều gia] <<>>  [乔家] --> [Kiều Gia], [柳条] --> [cành liễu] <<>>  [柳条] --> [Liễu Điều] | **8. 乔丝柳 (Tiêu Sợi Liễu)** là nữ, tuổi không được đề cập, là một thành viên của 乔家 (Tiêu gia), có thể là người có địa vị trong gia tộc, có khả năng sử dụng sát chiêu "柳条" (Liễu Tiêu), là một trong ba tiên tử nổi tiếng của Nam Giang.

 [七彩华光] --> [Thất Thải Hoa Quang] <<>>  [七彩华光] --> [Thất Thải Hoa Quang] | **13. 紫山真君 (Tử Sơn Chân Quân)** là nam, tuổi không được đề cập, là một nhân vật quan trọng trong 影宗 (Ảnh Tông), là một vị trí đạo bát chuyển, có khả năng sử dụng sát chiêu "七彩华光" (Thất Sắc Hoa Quang), có vai trò quan trọng trong việc giải cứu 魔尊幽魂 (Ma Tôn U Hồn).

[姚耕] --> [Diêu Canh] <<>> [姚耕] --> [Diêu Canh], [姚家] --> [Diêu gia] <<>>  [姚家] --> [Diêu Gia], [七幻] --> [Thất Huyễn] <<>>  [七幻] --> [Thất Huyễn] | **23. 姚耕 (Doao Căng)** là nam, tuổi không được đề cập, là một thành viên của 姚家 (Doao gia), là một trong những nhân vật chính của câu chuyện, có khả năng sử dụng sát chiêu "七幻" (Thất Hoán), bị 武庸 (Vũ Dung) bắt giữ.

[东海僵盟] --> [Cương minh Đông Hải] <<>> [东海僵盟] --> [Đông Hải Cương Minh] | **34.  东海僵盟 (Đông Hải Cương Liên)** là một tổ chức được nhắc đến trong câu chuyện, là một tổ chức của các cao thủ võ công.

[万像沙漠] --> [Vạn giống sa mạc] <<>> [万像沙漠] --> [Vạn Tượng Sa Mạc] | **54.  万像沙漠 (Vạn Tượng Sa Mạc)** là một địa điểm.

[万像宫殿] --> [Vạn Tượng Cung] <<>> [万像宫殿] --> [Vạn Tượng Cung Điện] | **55.  万像宫殿 (Vạn Tượng Cung Điện)** là một địa điểm.

[两天] --> [Hai ngày] <<>> [两天] --> [Lưỡng Thiên] | **69.  两天 (Lưỡng Thiên)** là một khái niệm, bao gồm Thiên Đình và Hắc Bạch Lưỡng Thiên.

[黑白两天] --> [Hai ngày đen trắng] <<>> [黑白两天] --> [Hắc Bạch Lưỡng Thiên] | **70.  黑白两天 (Hắc Bạch Lưỡng Thiên)** là một khái niệm.

[水] --> ["Nước!"] <<>> [水] --> [Thủy], [道] --> ["Đạo] <<>>  [道] --> [Đạo] | **83.  水 道 (Thủy Đạo)** là một dòng chảy.

[大荔仙僵] --> [Đại Cương tiên cương] <<>> [大荔仙僵] --> [Đại 荔 Tiên Cương] | **3. 大荔仙僵 (Đại Lợi Tiên Giương)**

[千变意志] --> [Ý chí Thiên Biến] <<>> [千变意志] --> [Thiên Biến Ý Chí] | **1. 千变意志 (Thiên Biến Ý Chí)**

[雪人部族] --> [Bộ tộc người tuyết] <<>> [雪人部族] --> [Tuyết Nhân Bộ Tộc] | **37.  雪人部族 (Tuyết Nhân Bộ Tộc)** là bộ tộc có liên quan đến việc cung cấp Tuyết Liên Hoa Tinh.

[慕容一族] --> [Mộ Dung nhất tộc] <<>> [慕容一族] --> [Mộ Dong Nhất Tộc] | **56.  慕容一族 (Mộ Dung Nhất Tộc)** là một gia tộc lớn, có mối quan hệ với Mộ Dung Thanh Tơ.

[亮睛花] --> [Sáng Tình hoa] <<>> [亮睛花] --> [Lượng Tình Hoa] | **66.  亮睛花 (Lượng Tinh Hoa)** là một loại nguyên liệu quan trọng trong câu chuyện.

[胜算草] --> [Cỏ Phần Thắng] <<>> [胜算草] --> [Thắng Toán Thảo] | **67.  胜算草 (Thắng Toán Thảo)** là một loại nguyên liệu quan trọng trong câu chuyện.

[摇魂幡] --> [Dao Hồn phiên] <<>> [摇魂幡] --> [Diêu Hồn Phiên] | **71.  摇魂幡 (Dao Hồn Phiên)** là một loại sát chiêu quan trọng trong câu chuyện.

[智慧光晕] --> [Vầng sáng trí tuệ] <<>> [智慧光晕] --> [Trí Tuệ Quang Vựng] | **96.  智慧光晕 (Trí Huệ Quang Vận)** là một loại năng lượng quan trọng trong câu chuyện.

[爱意仙蛊] --> [Tiên cổ Yêu Yêu] <<>> [爱意仙蛊] --> [Ái Ý Tiên Cổ] | **97.  爱意仙蛊 (Ái Ý Tiên Cổ)** là một con sâu quan trọng trong câu chuyện.

[道可道仙蛊] --> [Tiên cổ Đạo Khả Đạo] <<>> [道可道仙蛊] --> [Đạo Khả Đạo Tiên Cổ] | **101.  道可道仙蛊 (Đạo Khả Đạo Tiên Cổ)** là một con sâu quan trọng trong câu chuyện.

[命牌蛊] --> [Cổ Mệnh Bài] <<>> [命牌蛊] --> [Mệnh Bài Cổ] | **105.  命牌蛊 (Mệnh Bài Cổ)** là một con sâu quan trọng trong câu chuyện.

[追念仙蛊] --> [Tiên cổ Truy Niệm] <<>> [追念仙蛊] --> [Truy Niệm Tiên Cổ] | **107.  追念仙蛊 (Truy Niệm Tiên Cổ)** là một con sâu quan trọng trong câu chuyện.

[八臂力道仙僵] --> [Tiên cương Lực đạo tám tay] <<>> [八臂力道仙僵] --> [Bát Tý Lực Đạo Tiên Cương] | **110.  八臂力道仙僵 (Bát Bích Lực Đạo Tiên Giang)** là một loại xác sống quan trọng trong câu chuyện.

[缘木] --> [Duyên Mộc] <<>> [缘木] --> [Duyến Mộc] | **116.  缘木 (Nguyên Mộc)** là một loại nguyên liệu quan trọng trong câu chuyện.

[北原异族大联盟] --> [Bắc Nguyên đại liên minh dị tộc] <<>> [北原异族大联盟] --> [Bắc Nguyên Dị Tộc Đại Liên Minh] | **117.  北原异族大联盟 (Bắc Nguyên Dị Tộc Đại Liên Minh)** là một tổ chức quan trọng trong câu chuyện.

[秘传峰] --> [Bí Truyền Phong] <<>> [秘传峰] --> [Bí Truyện Phong] | **120.  秘传峰 (Mật Truyền Phong)** là một địa điểm quan trọng trong Linh Duyên Trai.

[蛊仙酝良] --> [Cổ tiên Uẩn Lương] <<>> [蛊仙酝良] --> [Cổ Tiên Uấn Lương] | **9. 蛊仙酝良 (Cổ Tiên Ước Lương)** là nam, tuổi tác không được đề cập, là một trong những nhân vật phụ, bị Thiên Đình ám sát, có liên quan đến chính trị của Trường Sinh Thiên.

[疯魔窟三怪] --> [Tam quái Phong Ma Quật] <<>> [疯魔窟三怪] --> [Phong Ma Quật Tam Quái] | **10. 疯魔窟三怪 (Phong Ma Khúc Tam Quái)** là ba nhân vật phụ, là những cường giả của Phong Ma Khúc, có mối quan hệ hợp tác với Phương Nguyên, dựa trên lợi ích chung.

[黑色卷毛犬] --> [Chó Lông Quyển Hắc] <<>> [黑色卷毛犬] --> [Hắc Sắc Quyển Mao Khuyển] | **45. 黑色卷毛犬 (Hắc Sắc Quyển Mao khuyển)** là một trong những Địa Linh của Lưu Dũng, quản lý phúc địa của anh ta sau khi bị Phương Nguyên thôn tính.

[粉红色灵蛇地灵] --> [Địa linh linh linh xà màu phấn hồng] <<>> [粉红色灵蛇地灵] --> [Phấn Hồng Sắc Linh Xà Địa Linh] | **47. 粉红色灵蛇地灵 (Phấn Hồng Sắc Linh Xà Địa Linh)** là một trong những Địa Linh của Hàn Đông, quản lý phúc địa của anh ta sau khi bị Phương Nguyên thôn tính.

[角神龟三头] --> [Giác Thần Quy ba đầu] <<>> [角神龟三头] --> [Giác Thần Quy Tam Đầu] | **48. 角神龟三头 (Giác Thần Quy Tam Đầu)** là một trong những Thượng Cổ Hoang Thú, sống trong phúc địa của Vũ Gia, bị Phương Nguyên thôn tính.

[藏娇蚌] --> [Con trai ngọc tàng kiều] <<>> [藏娇蚌] --> [Tàng Kiều Bạng] | **51. 藏娇蚌 (Tàng Kiều Bạng)** là một trong những Thượng Cổ Hoang Thú, bị Phương Nguyên bắt được từ Đông Hải.

[青鱼鲫鱼] --> [Thanh ngư độc ngư] <<>> [青鱼鲫鱼] --> [Thanh Ngư Tức Ngư] | **54. 青鱼鲫鱼 (Thanh Ngư Kích Ngư)** là một trong những loài cá, được Phương Nguyên nuôi trong phúc địa.

[血玉鲫鱼] --> [Huyết Ngọc Cầu Ngư] <<>> [血玉鲫鱼] --> [Huyết Ngọc Tức Ngư] | **55. 血玉鲫鱼 (Huyết Ngọc Kích Ngư)** là một trong những loài cá, được Phương Nguyên nuôi trong phúc địa.

[狐狸群] --> [Bầy hồ ly] <<>> [狐狸群] --> [Hồ Li Quần] | **62. 狐狸群 (Hồ Ly Quân)** là một trong những loài cáo, được Phương Nguyên nuôi trong phúc địa.

[璇光小坑] --> [Hố nhỏ Cù Quang] <<>> [璇光小坑] --> [Tuyền Quang Tiểu Khanh] | **66. 璇光小坑 (Xoan Quang Tiểu Kháng)** là một trong những hố nhỏ, được Phương Nguyên nuôi trong phúc địa.

[幽火龙蟒地坑] --> [U Hỏa Long Mãng bị hố!] <<>> [幽火龙蟒地坑] --> [U Hỏa Long Mãng Địa Khanh] | **67. 幽火龙蟒地坑 (U Hoả Long Mãng Địa Kháng)** là một trong những hố sâu, được Phương Nguyên nuôi trong phúc địa.

[沙鸥土滩] --> [Bãi cát Sa Âu] <<>> [沙鸥土滩] --> [Sa Âu Thổ Than] | **68. 沙鸥土滩 (Sa Âu Thổ Than)** là một trong những bãi đất, được Phương Nguyên nuôi trong phúc địa.

[黑犬丘陵] --> [Chó đen đồi núi] <<>> [黑犬丘陵] --> [Hắc Khuyển Khâu Lăng] | **71. 黑犬丘陵 (Hắc Khuyển Khu Lĩnh)** là một trong những ngọn đồi, được Phương Nguyên nuôi trong phúc địa.

[武遗海域] --> [Hải vực Vũ Di] <<>> [武遗海域] --> [Vũ Di Hải Vực] | **74. 武遗海域 (Vũ Di Hải Vực)** là một trong những vùng biển, được Phương Nguyên nuôi trong phúc địa.

[盘丝洞窟] --> [Bàn Tơ động quật] <<>> [盘丝洞窟] --> [Bàn Ti Đỗng Quật] | **80. 盘丝洞窟 (Bàn Sa Động Khúc)** là một trong những hang động, được Phương Nguyên nuôi trong phúc địa.

[石钟乳洞窟] --> [Hang động thạch chung] <<>> [石钟乳洞窟] --> [Thạch Chung Nhũ Đỗng Quật] | **81. 石钟乳洞窟 (Thạch Chung Nhũ Động Khúc)** là một trong những hang động, được Phương Nguyên nuôi trong phúc địa.

[小白天] --> [Ban ngày] <<>> [小白天] --> [Tiểu Bạch Thiên] | **90. 小白天 (Tiểu Bạch Thiên)** là một trong chín vùng trời, được Phương Nguyên nuôi trong phúc địa.

[天晶蓄养池] --> [Ao nuôi dưỡng Thiên Tinh] <<>> [天晶蓄养池] --> [Thiên Tinh Súc Dưỡng Trì] | **93. 天晶蓄养池 (Thiên Tinh Túc Dưỡng Trì)** là một trong những bể chứa, được Phương Nguyên nuôi trong phúc địa.

[星屑草场] --> [Đồng cỏ tinh tiết] <<>> [星屑草场] --> [Tinh Tiết Thảo Tràng] | **96. 星屑草场 (Tinh Tiết Thảo Trường)** là một trong những bãi cỏ, được Phương Nguyên nuôi trong phúc địa.

[陨石群坑] --> [Hố thiên thạch] <<>> [陨石群坑] --> [Vẫn Thạch Quần Khanh] | **97. 陨石群坑 (Vẫn Thạch Quân Kháng)** là một trong những hố sâu, được Phương Nguyên nuôi trong phúc địa.

[星屑大陆] --> [Đại lục Tinh Tiết] <<>> [星屑大陆] --> [Tinh Tiết Đại Lục] | **98. 星屑大陆 (Tinh Tiết Đại Lục)** là một trong những lục địa, được Phương Nguyên nuôi trong phúc địa.

[落星犬幼体] --> [Ấu thể Lạc Tinh Khuyển] <<>> [落星犬幼体] --> [Lạc Tinh Khuyển Ấu Thể] | **99. 落星犬幼体 (Lạc Tinh Khuyển Dược Thể)** là một trong những Thượng Cổ Hoang Thú, được Phương Nguyên nuôi trong phúc địa.

[兽人蛊仙] --> [Cổ tiên Thú nhân] <<>> [兽人蛊仙] --> [Thú Nhân Cổ Tiên] | **105. 兽人蛊仙 (Thú Nhân Cổ Tiên)** là một trong những nhân vật phụ, là một trong những cường giả của Ma Đạo, là người sáng lập ra Thực Đạo.

[食道仙蛊] --> [Tiên cổ Thực đạo] <<>> [食道仙蛊] --> [Thực Đạo Tiên Cổ] | **118. 食道仙蛊 (Thực Đạo Tiên Cổ)** là một trong những loại Cổ Tiên, được Phương Nguyên luyện chế ra để giải quyết vấn đề nuôi dưỡng Cổ trùng.

[小吃仙蛊] --> [Tiểu Cật cổ] <<>> [小吃仙蛊] --> [Tiểu Cật Tiên Cổ] | **121. 小吃仙蛊 (Tiểu Khách Tiên Cổ)** là một trong những loại Cổ Tiên, được Phương Nguyên luyện chế ra để giải quyết vấn đề nuôi dưỡng Cổ trùng.

[黄荔仙元] --> [Hoàng Lương tiên nguyên] <<>> [黄荔仙元] --> [Hoàng 荔 Tiên Nguyên] | **135.  黄荔仙元 (Hoàng Lệ Tiên Nguyên)** là một trong những loại tiên nguyên, được Phương Nguyên sử dụng.

[毛民一族] --> [Người Lông tộc] <<>> [毛民一族] --> [Mao Dân Nhất Tộc] | **33. 毛民一族 (Mao Dân Nhất Tộc)** là một tộc người, có quan hệ với Phương Nguyên.

[舞遥雪] --> [Vũ Dao Tuyết] <<>> [舞遥雪] --> [Vũ Diêu Tuyết] | **40.  舞遥雪 (Vũ Dao Tuyết)** là một loại tiên tài liệu 6 chuyển, là nguyên liệu để nuôi dưỡng Cổ Tiên Cổ.

[地洞游炎] --> [Địa Động Du Viêm] <<>> [地洞游炎] --> [Địa Đỗng Du Viêm] | **44.  地洞游炎 (Địa Động Du Diêm)** là một loại tiên tài liệu, là một trong những nguyên liệu mà Trịnh Thanh đã tìm thấy.

[松针仙蛊] --> [Tiên cổ Tùng Châm] <<>> [松针仙蛊] --> [Tông Châm Tiên Cổ] | **46.  松针仙蛊 (Tùng Châm Tiên Cổ)** là một loại Cổ Tiên Cổ, đang được Trịnh Thanh luyện chế.

[天机仙蛊] --> [Tiên cổ Thiên Cơ] <<>> [天机仙蛊] --> [Thiên Ky Tiên Cổ] | **47.  天机仙蛊 (Thiên Cơ Tiên Cổ)** là một loại Cổ Tiên Cổ, là mục tiêu luyện chế của Phương Nguyên.

[石洞天机] --> [Thạch Động Thiên Cơ] <<>> [石洞天机] --> [Thạch Đỗng Thiên Ky] | **48.  石洞天机 (Thạch Động Thiên Cơ)** là một chiêu thức Tiên Đạo, được nghiên cứu ra từ Cổ Tiên Cổ Thiên Cơ.

[鬼将衣] --> [Quỷ Tướng Y] <<>> [鬼将衣] --> [Quỷ Tương Y] | **52.  鬼将衣 (Quỷ Tướng Y)** là một chiêu thức Tiên Đạo, là hình thái hoàn chỉnh của Quỷ Quan Y.

[魂兽召来] --> [Hồn Thú gọi đến] <<>> [魂兽召来] --> [Hồn Thú Triệu Lai] | **60.  魂兽召来 (Hồn Thú Chiêu Lai)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[无形飞剑] --> [Phi kiếm vô hình] <<>> [无形飞剑] --> [Vô Hình Phi Kiếm] | **62.  无形飞剑 (Vô Hình Phi Kiếm)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[云霄飞剑] --> [Phi kiếm Vân Tiêu] <<>> [云霄飞剑] --> [Vân Tiêu Phi Kiếm] | **63.  云霄飞剑 (Vân Tiêu Phi Kiếm)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[五指拳心剑] --> [Năm ngón tay quyền tâm kiếm] <<>> [五指拳心剑] --> [Ngũ Chỉ Quyền Tâm Kiếm] | **65.  五指拳心剑 (Ngũ Chỉ Quyền Tâm Kiếm)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[却势念卫身] --> [Lại Thế Niệm Vệ Thân] <<>> [却势念卫身] --> [Khước Thế Niệm Vệ Thân] | **70.  却势念卫身 (Quắc Thế Niệm Vệ Thân)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[意解纷呈] --> [Ý giải hiện ra] <<>> [意解纷呈] --> [Ý Giải Phân Trình] | **73.  意解纷呈 (Ý Giải Phân Thành)** là một chiêu thức Tiên Đạo, là một trong những chiêu thức của Phương Nguyên.

[吃力] --> [Cố hết sức] <<>> [吃力] --> [Cật Lực] | **74.  吃力 (Thực Lực)** là một loại Cổ Tiên Cổ, có tác dụng tăng cường lực lượng.

[星眸仙蛊] --> [Tiên cổ Tinh Mâu] <<>> [星眸仙蛊] --> [Tinh Mâu Tiên Cổ] | **91.  星眸仙蛊 (Tinh Mâu Tiên Cổ)** là một loại Cổ Tiên Cổ, có tác dụng tăng cường khả năng quan sát.

[七转换魂] --> [Thất Chuyển Chuyển Hồn] <<>> [七转换魂] --> [Thất Chuyển Hoán Hồn] | **93.  七转换魂 (Thất Chuyển Hoán Hồn)** là một loại Cổ Tiên Cổ, là một trong những Cổ Tiên Cổ của Phương Nguyên.

[人如故] --> [Người vẫn như cũ] <<>> [人如故] --> [Nhân Như Cố] | **95.  人如故 (Nhân Như Cố)** là một loại Cổ Tiên Cổ, có tác dụng chữa thương.

[乎] --> [hồ hồ] <<>> [乎] --> [Hồ] | **111.  乎 (Hô)** là một vùng đất bí ẩn, là nơi xuất xứ của một số loại tiên tài liệu.

[雪民一族] --> [Tộc người Tuyết] <<>> [雪民一族] --> [Tuyết Dân Nhất Tộc] | **113.  雪民一族 (Tuyết Nhân Nhất Tộc)** là một tộc người, có quan hệ với Phương Nguyên.

[快递] --> [Chuyển phát nhanh] <<>> [快递] --> [Khoái Đệ] | **114.  快递 (Khởi Tiễn)** là một dịch vụ vận chuyển.

[挂号信] --> [Treo thư] <<>> [挂号信] --> [Quải Hào Tín] | **115.  挂号信 (Quá Hào Tín)** là một loại thư.

[起点书评区] --> [Điểm xuất phát của khu bình luận sách] <<>> [起点书评区] --> [Khởi Điểm Thư Bình Khu] | **116.  起点书评区 (Khởi Điểm Thư Bình Khu)** là một diễn đàn.

[龙套征集活动贴] --> [【Tuyển chuyển trưng tập quần chúng】] <<>> [龙套征集活动贴] --> [Long Sáo Chinh Tập Hoạt Động Thiếp] | **117.  龙套征集活动贴 (Long Đạo Chinh Tập Hoạt Động Tiếp)** là một chủ đề trên diễn đàn.

[部分] --> [Một bộ phận] <<>> [部分] --> [Bộ Phân] | ## Nhân vật trong văn bản "Truyền Kỳ Cổ Cứu" (部分)

[少女] --> [Thiếu nữ] <<>> [少女] --> [Thiểu Nữ] | **4. 少女 (Thiếu nữ)**

[魁梧少年] --> [Thiếu niên khôi ngô] <<>> [魁梧少年] --> [Khôi Ngô Thiểu Niên] | **5. 魁梧少年 (Quý Vũ Thiếu Niên)**

 [万蛟] --> [Vạn giao] <<>>  [万蛟] --> [Vạn Giao] | - Có khả năng sử dụng nhiều loại "仙道杀招" ( Tiên Đạo Sát Chiêu) như "万蛟" (Vạn Giảo), "见面曾相识" (Gặp Mặt Từng Tương Thức), "乱方混向雾" (Loạn Phương Hỗn Hướng Vụ)

[蒙家] --> [Mông gia] <<>> [蒙家] --> [Mông Gia] | - Có mối quan hệ phức tạp với "蒙家" (Mông Gia) và "慕容家" (Mộ Dung Gia).

[睡姑] --> [Thụy Cô] <<>> [睡姑] --> [Thụy Cô], [正反狙神针] --> [Chính Phản thưu thần châm] <<>>  [正反狙神针] --> [Chánh Phản Thư Thần Châm] | **1. 睡姑 (Thủ Cố)** là nữ, có thể là 7 chuyển tán tiên, là một trong những nhân vật chính, có sở hữu thú cưng cổ xưa là con nhím gai (刺神猬), chuyên nuôi trồng và thu hoạch kim tiêm nhím gai (正反狙神针) để kiếm sống. Có mối quan hệ hợp tác với gia tộc Mông (蒙家) và gia tộc Mộ Dung (慕容家).

[蒙家太上二长老] --> [Thái thượng nhị trưởng lão Mông gia] <<>> [蒙家太上二长老] --> [Mông Gia Thái Thượng Nhị Trường Lão] | **3. 蒙家太上二长老 (Mông Gia Thái Thượng Nhị Trưởng lão)** là nam, có thể là trưởng lão cao cấp của gia tộc Mông, có mối quan hệ thân thiết với Mông Tự Tại.

 [偷道] --> [Thâu đạo] <<>>  [偷道] --> [Thâu Đạo], [大盗鬼手] --> [Đạo Tặc Quỷ Thủ] <<>>  [大盗鬼手] --> [Đại Đạo Quỷ Thủ] | **5. 方源 (Phương Nguyên)** là nam, là nhân vật chính, có khả năng biến hóa (biến thành Thủy Cố), có khả năng sử dụng Đạo Trộm (偷道), có sở hữu Đạo Trộm Tiên Cổ (大盗鬼手), có sở hữu Tiên Cổ (万我仙蛊), có sở hữu nhiều bí mật và kế hoạch. Có mối quan hệ thù địch với gia tộc Mông và Thiên Đình.

[张继] --> [Trương Kế] <<>> [张继] --> [Trương Kế], [黑天寺] --> [Hắc Thiên Tự] <<>>  [黑天寺] --> [Hắc Thiên Tự] | **6. 张继 (Trương Kế)** là nam, là Cổ Tiên của chùa Hắc Thiên (黑天寺), thuộc Thiên Đình, có sở hữu một lượng lớn Tiên Tài (浮生火).

[陈衣] --> [Trần Y] <<>> [陈衣] --> [Trần Y], [元莲派] --> [Nguyên Liên Phái] <<>>  [元莲派] --> [Nguyên Liên Phái], [捆仙藤] --> [Khổn Tiên đằng] <<>>  [捆仙藤] --> [Khổn Tiên Đằng], [古木囚笼] --> [Cổ mộc lồng giam] <<>>  [古木囚笼] --> [Cổ Mộc Tù Lung], [巨木神像] --> [Tượng thần Cự Mộc] <<>>  [巨木神像] --> [Cự Mộc Thần Tượng] | **8. 陈衣 (Trần Y)** là nam, là trưởng lão cao cấp của phái Nguyên Liên (元莲派), thuộc Thiên Đình, có sở hữu Tiên Cổ (捆仙藤), có sở hữu Tiên Cổ (古木囚笼), có sở hữu Tiên Cổ (巨木神像). Có mối quan hệ thù địch với Phương Nguyên.

 [智道] --> [Trí đạo] <<>>  [智道] --> [Trí Đạo] | **10. 紫薇仙子 (Tử Vi Tiên Tử)** là nữ, là một trong những nhân vật chính, là Cổ Tiên của Thiên Đình, có khả năng sử dụng Chí Đạo (智道), có sở hữu Tiên Cổ (星宿棋盘), có mối quan hệ thù địch với Phương Nguyên.

[房家太上大长老] --> [Phòng gia Thái Thượng đại trưởng lão] <<>> [房家太上大长老] --> [Phòng Gia Thái Thượng Đại Trường Lão] | **15. 房家太上大长老 (Phòng Gia Thái Thượng Đại Trưởng Lão)** là nam, có thể là trưởng lão cao cấp của gia tộc Phòng, có mối quan hệ thù địch với Trần Y.

[毛三] --> [Mao Tam] <<>> [毛三] --> [Mao Tam] | **18. 毛三 (Mao Tam)** là nam, là Cổ Tiên của phái Lang Nha (琅琊派), có mối quan hệ thân thiết với Lang Nha Địa Linh.

[毛四] --> [Mao Tứ] <<>> [毛四] --> [Mao Tứ] | **19. 毛四 (Mao Tứ)** là nam, là Cổ Tiên của phái Lang Nha (琅琊派), có mối quan hệ thân thiết với Lang Nha Địa Linh.

[毛七] --> [Mao Thất] <<>> [毛七] --> [Mao Thất] | **20. 毛七 (Mao Thất)** là nam, là Cổ Tiên của phái Lang Nha (琅琊派), có mối quan hệ thân thiết với Lang Nha Địa Linh.

 [天婆梭罗] --> [Thiên Bà Toa La] <<>>  [天婆梭罗] --> [Thiên Bà Toa La] | **21. 琅琊地灵 (Lang Nha Địa Linh)** là nam, là nhân vật chính, là Cổ Tiên của phái Lang Nha (琅琊派), có sở hữu Tiên Cổ (天婆梭罗), có sở hữu Tiên Cổ (四海皆准), có mối quan hệ thân thiết với Phương Nguyên.

[冰卓] --> [Băng Trác] <<>> [冰卓] --> [Băng Trác] | **15. 冰卓 (Băng Trác)** là nam, tuổi trung niên, là một trong những 雪民蛊仙 (Tuyết Dân Cổ Tiên), có tài năng võ công, có thể là chuyên gia về Băng đạo.

[天消意散] --> [Trời tiêu ý tán] <<>> [天消意散] --> [Thiên Tiêu Ý Tán] | **54. 天消意散 (Thiên Tiêu Ý Tán)** là một loại tiên cổ, có quan hệ với Mộng đạo.

[红莲岛] --> [Hồng Liên đảo] <<>> [红莲岛] --> [Hồng Liên Đảo] | **72.  红莲岛 (Hồng Liên Đảo)** là một địa điểm, có quan hệ với Hồng Liên Chân Truyền (红莲真传).

[罗家太上大长老] --> [Thái thượng đại trưởng lão La gia] <<>> [罗家太上大长老] --> [La Gia Thái Thượng Đại Trường Lão] | **5. 罗家太上大长老 (La gia tối thượng đại trưởng lão)** là nam/nữ, tuổi trung niên/cao niên, là trưởng lão tối cao của La gia, là một trong những nhân vật chính đạo.

[侯家太上大长老] --> [Thái thượng đại trưởng lão Hầu gia] <<>> [侯家太上大长老] --> [Hầu Gia Thái Thượng Đại Trường Lão] | **6. 侯家太上大长老 (Hầu gia tối thượng đại trưởng lão)** là nam/nữ, tuổi trung niên/cao niên, là trưởng lão tối cao của Hầu gia, là một trong những nhân vật chính đạo.

[商家太上大长老] --> [Thái thượng đại trưởng lão Thương gia] <<>> [商家太上大长老] --> [Thương Gia Thái Thượng Đại Trường Lão] | **9. 商家太上大长老 (Thương gia tối thượng đại trưởng lão)** là nam/nữ, tuổi trung niên/cao niên, là trưởng lão tối cao của Thương gia, là một trong những nhân vật chính đạo, có tính cách trung lập, giỏi về buôn bán.

[巴家太上大长老] --> [Thái thượng đại trưởng lão Ba gia] <<>> [巴家太上大长老] --> [Ba Gia Thái Thượng Đại Trường Lão] | **10. 巴家太上大长老 (Ba gia tối thượng đại trưởng lão)** là nam/nữ, tuổi trung niên/cao niên, là trưởng lão tối cao của Ba gia, là một trong những nhân vật chính đạo.

[铁家太上大长老] --> [Thái thượng đại trưởng lão Thiết gia] <<>> [铁家太上大长老] --> [Thiết Gia Thái Thượng Đại Trường Lão] | **13. 铁家太上大长老 (Thiết gia tối thượng đại trưởng lão)** là nam/nữ, tuổi trung niên/cao niên, là trưởng lão tối cao của Thiết gia, là một trong những nhân vật chính đạo.

[大盗魔尊] --> [Đạo Tặc Ma Tôn] <<>> [大盗魔尊] --> [Đại Đạo Ma Tôn] | **30. 大盗魔尊 (Đại Đạo Ma Tôn)** là nam, là một nhân vật đã chết, là ma tôn, có tài năng võ công, trí tuệ siêu phàm, là người có địa vị cao trong ma đạo.

[猴子耍] --> [Hầu tử đùa nghịch] <<>> [猴子耍] --> [Hầu Tử Sái] | **25. 猴子耍 (Hầu Tử Thua)** là nam, có thể là Cổ Tiên cấp độ Thất chuyển, là một trong những trưởng lão của gia tộc Hầu.

[巡天五相] --> [Tuần Thiên ngũ tướng] <<>> [巡天五相] --> [Tuần Thiên Ngũ Tương] | **9. 巡天五相 (Tuần Thiên Ngũ Tương)** là nhóm nhân vật đã chết, là năm vị Cổ Tiên, có tài năng võ công, trí tuệ siêu phàm.

